Rank,publication_number,application_number,family_id,title,abstract,granted_date,granted_year,publication_date,publication_year,filing_date,year,Expiration date,Expiration year,priority_date,priority_year,Publication type,filing_status,Kind code,jurisdiction,Inventor names,Original assignee names,Current assignee names,GRID IDs,City of Current Assignee,State of Current Assignee,Country of Current Assignee,Funder,Funder Group,Funder Country,UIDs of supporting grants,Grant IDs,Patent citations,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,IPCR,cpc,id,scope,pillar,research_category,endproduct,ingredient,subpillar
10,EP-3110948-B1,EP15707110.1,52596486,VARIANTS OF CHYMOSIN WITH IMPROVED MILK-CLOTTING PROPERTIES,NA,2025-04-09,2025,2025-04-09,2025,2015-02-26,2015,2035-02-26,2035,2014-02-26,2014,Grant,Active,B1,EP,VAN DEN BRINK JOHANNES MAARTEN; JENSEN JESPER LANGHOLM; JACOBSEN JONAS; LUND MARTIN; JEPPESEN IBEN; JAECKEL CHRISTIAN,Chr Hansen AS,Chr Hansen AS,grid.424026.6,Horsholm; Hørsholm,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3110948-B1,NA,NA,NA,NA,NA,NA,NA,NA,C12N9/64; A23C19/04,C12Y304/23004; A23C19/041; A23C9/1209; A23C19/04; C12N9/6483; A23K20/147,EP-3110948-B1,in,PB,End product formulation,Cheese,NA,NA
39,IL-253279-B2,IL253279,52673981,Edible fungi,NA,NA,NA,2025-10-01,2025,2017-07-03,2017,NA,NA,2015-01-27,2015,N/A,N/A,B2,IL,NA,MARLOW FOODS LTD,NA,grid.470622.5,Stokesley,England,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/IL-253279-B2,NA,NA,NA,NA,NA,NA,NA,NA,A23L13/40; A23L33/16; A23L33/175; A23L13/00; A23L33/185; A23L29/00; A23L31/00,A23L13/424; C12R2001/77; A23L33/185; A23L31/00; A23L29/015; A23L33/16; A23L13/426; A23V2002/00; A23J3/20; A23L13/00; A23J1/00; A23L33/175; C12N1/145; A23J3/227; A23V2200/13,IL-253279-B2,in,F,End product formulation,Meat,NA,BF
39,IL-253279-B1,IL253279,52673981,EDIBLE FUNGI,NA,NA,NA,2025-06-01,2025,2017-07-03,2017,NA,NA,2015-01-27,2015,N/A,N/A,B1,IL,NA,MARLOW FOODS LTD,NA,grid.470622.5,Stokesley,England,United Kingdom,NA,NA,NA,NA,NA,4,https://app.dimensions.ai/details/patent/IL-253279-B1,NA,NA,NA,NA,NA,NA,NA,NA,A23L33/185; A23L33/175; A23L29/00; A23L13/00; A23L33/16; A23L31/00; A23L13/40,C12N1/145; A23J1/00; A23L31/00; A23J3/20; A23L29/015; A23L33/185; A23L13/426; A23L13/00; A23V2200/13; A23V2002/00; A23L33/16; A23L33/175; A23L13/424; A23J3/227; C12R2001/77,IL-253279-B1,in,F,End product formulation,Meat,NA,BF
47,EP-3250047-B1,EP16701868.8,52673981,AN EDIBLE FORMULATION COMPRISING EDIBLE FUNGAL PARTICLES AND METHOD OF MAKING AN EDIBLE FORMULATION,NA,2025-03-19,2025,2025-03-19,2025,2016-01-22,2016,2036-01-22,2036,2015-01-27,2015,Grant,Active,B1,EP,FINNIGAN TIMOTHY; AKINTOYE MUYIWA; MOUSAVI REZA,Marlow Foods Ltd,Marlow Foods Ltd,grid.470622.5,Stokesley,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3250047-B1,NA,NA,NA,NA,NA,NA,NA,NA,A23L33/185; A23L29/00; A23L13/40; A23L31/00; A23J1/00; A23L13/00; A23L33/175; A23J3/22,A23L33/185; A23J1/00; C12R2001/77; A23J3/227; A23L13/424; A23V2002/00; A23L13/00; C12N1/145; A23L13/426; A23V2200/13; A23J3/20; A23L31/00; A23L29/015; A23L33/16; A23L33/175,EP-3250047-B1,in,F,End product formulation,Meat,NA,BF
20,ES-3023033-T3,ES15185867,54151156,YOGURT WITH REDUCED RIPENING,"The present invention relates to a process for producing a fermented dairy product, preferably yogurt, comprising fermenting milk with lactic acid bacteria and contacting the milk with a polypeptide having chymosin activity that has a C/P ratio greater than the C/P ratio of bovine chymosin. (Automatic translation with Google Translate, no legal value)",2025-05-29,2025,2025-05-29,2025,2015-09-18,2015,2035-09-18,2035,2015-09-18,2015,Grant,Active,T3,ES,GRABINSKI DOMINIK BOHDAN,DSM IP Assets BV,DSM IP Assets BV,grid.10760.30,Heerlen,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/ES-3023033-T3,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23C9/127; C12N9/64,C12Y304/23004; A23C9/1275; C12N9/6483; A23C9/1234,ES-3023033-T3,out,NA,NA,NA,NA,NA
23,EP-3214949-B1,EP15804687.0,54782666,USE OF ALPHA-CYCLODEXTRIN IN THE PRODUCTION OF FOOD,NA,2025-12-31,2025,2025-12-31,2025,2015-11-09,2015,2035-11-09,2035,2014-11-07,2014,Grant,Active,B1,EP,BAJOVIC BAJO; STEINRIEDE DIRK; BÜHR PATRICK,World Wide Wiberg GmbH,World Wide Wiberg GmbH,grid.600677.0,NA,NA,Austria,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3214949-B1,NA,NA,NA,NA,NA,NA,NA,NA,A23L11/00; A23L19/12; A23L29/219; A23L13/60,A23L13/60; A23V2200/264; A23V2002/00; A23L29/10; A23L13/65; A23L29/219,EP-3214949-B1,out,NA,NA,NA,NA,NA
12,US-20250143988-A1,US19010507,54848559,COMPOSTITION WITH STABILIZED TASTE AND ODOR,"Suggested is a composition with stabilized taste and/or odor, comprising
(a) [6]-paradol and(b) at least one mono- or polyunsaturated C8-C22 fatty acid or its monohydric or polyhydric C1-C18 aliphatic alcohols ester.",NA,NA,2025-05-08,2025,2025-01-06,2025,NA,NA,2015-12-10,2015,Application,Pending,A1,US,LE MAIRE MARIELLE; BROUARD DENIS; HERRMANN MARTINA; GAEBLER SANDRA,Symrise AG,Symrise AG,grid.480394.2,Holzminden,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250143988-A1,"30 Agricultural, Veterinary and Food Sciences; 32 Biomedical and Clinical Sciences; 3209 Neurosciences",Dental/Oral and Craniofacial Disease; Neurosciences; Nutrition,NA,NA,NA,NA,NA,NA,A61Q1/10; A61Q19/08; A61Q5/12; A61Q1/02; A23L27/00; A23B20/30; A23B2/75; A61K8/35; A61K8/36; A61Q5/02; A61Q19/06; A61Q1/06; A61K8/37; A61K8/92; A61Q19/10; A61Q19/02; A61Q19/00,A61Q13/00; A61K8/35; A61K8/361; A61Q19/06; A61Q5/12; A61K8/375; A23B20/30; A23V2002/00; A61Q19/005; A61Q1/06; A23B2/75; A61Q19/00; A61K8/671; A61K8/347; A61Q19/007; A23L29/035; A61K2800/522; A61K8/922; A61K2800/524; A23L27/70; A61Q1/02; A61Q19/10; A61Q19/02; A61Q1/10; A61Q19/08; A61Q5/02,US-20250143988-A1,out,NA,NA,NA,NA,NA
12,US-12226501-B2,US15780317,54848559,Composition with stabilized taste and odor,"Suggested is a composition with stabilized taste and/or odor, comprising (a) [6]-paradol and (b) at least one mono- or polyunsaturated C8-C22 fatty acid or its monohydric or polyhydric C1-C18 aliphatic alcohols ester.",2025-02-18,2025,2025-02-18,2025,2015-12-10,2015,2038-01-14,2038,2015-12-10,2015,Grant,Active,B2,US,LE MAIRE MARIELLE; BROUARD DENIS; HERRMANN MARTINA; GAEBLER SANDRA,Symrise AG,Symrise AG,grid.480394.2,Holzminden,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-12226501-B2,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production",Dental/Oral and Craniofacial Disease; Neurosciences; Nutrition,NA,NA,NA,NA,NA,NA,A23L27/00; A61Q5/12; A61Q19/06; A61K8/37; A61Q19/08; A61Q5/02; A61Q1/10; A61Q1/02; A61Q1/06; A61K8/92; A61K8/35; A61K8/36; A61Q19/00; A61Q19/02; A61Q19/10,A23L29/035; A61Q5/02; A61K2800/524; A61Q1/10; A61Q1/02; A23L27/70; A61Q19/06; A61K8/922; A23D9/06; A23B2/75; A61Q19/02; A61K2800/522; A23B20/30; A61Q1/06; A61Q19/005; A61Q19/08; A61K8/347; A23L3/3499; A61Q19/007; A61Q5/12; A61K8/671; A61K8/361; A61K8/375; A61K8/35; A61Q19/10; A61Q13/00; A23V2002/00; A61Q19/00,US-12226501-B2,out,NA,NA,NA,NA,NA
14,EP-3390596-B1,EP15817201.5,55027724,USE OF 4-HYDROXYACETOPHENONE TO STABILIZE TASTE AND ODOR,NA,2025-03-05,2025,2025-03-05,2025,2015-12-16,2015,2035-12-16,2035,2015-12-16,2015,Grant,Active,B1,EP,BROUARD DENIS; GAEBLER SANDRA; HERRMANN MARTINA,Symrise AG,Symrise AG,grid.480394.2,Holzminden,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3390596-B1,NA,NA,NA,NA,NA,NA,NA,NA,A61K8/92; A23L33/115; A23L33/12; A23L29/206; A61K8/35; A23D9/007; C11B5/00; A61K8/34; C11C3/02; C11C3/00; A61Q19/00; A23L29/00; A61Q13/00,A23L29/035; A61K8/35; A61Q5/02; A23B2/742; C11B5/0007; A61Q1/06; A23L29/04; A61Q1/04; A61Q19/10; C11C3/003; A61Q19/02; A61K8/361; A23B2/729; A61K8/922; A23L33/12; A61Q1/10; A61Q19/08; A23L29/03; C11B5/0035; A23D9/007; A61Q1/00; A61Q5/12; A61Q19/00; A61Q13/00; A61Q19/007; A61Q1/08; A23B2/75; C11C3/02; A61K2800/522; A23V2002/00,EP-3390596-B1,out,NA,NA,NA,NA,NA
53,EP-4549508-A2,EP25165131.1,55079936,METHOD FOR PRODUCING ALKYL CELLULOSE,Provided is methyl cellulose having a high viscosity and not having an excessively high gel strength.,NA,NA,2025-05-07,2025,2015-12-10,2015,NA,NA,2014-12-11,2014,Application,Pending,A2,EP,KITAMURA AKIRA; YAMAMOTO ATSUSHI; NARITA MITSUO; NEBEL HEIKO; SCHULTZ ANDREAS,SE Tylose GmbH and Co KG; Shin Etsu Chemical Co Ltd,SE Tylose GmbH and Co KG; Shin Etsu Chemical Co Ltd,grid.655235.2; grid.471341.4,Wiesbaden; Tokyo,NA,Germany; Japan,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4549508-A2,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 40 Engineering,NA,NA,NA,NA,NA,NA,NA,C08L1/28,C08L1/28; C08B1/08; A23D7/003; A23L27/80; A23V2002/00; A23V2200/14; A23D9/00; C08B11/02; A23V2250/51088; A23V2300/24; A23L29/262,EP-4549508-A2,in,PB,Ingredient optimisation,Meat,"Emulsions, gels, and binders",NA
53,EP-3031828-B1,EP15199333.4,55079936,METHOD FOR PRODUCING ALKYL CELLULOSE,NA,2025-04-30,2025,2025-04-30,2025,2015-12-10,2015,2035-12-10,2035,2014-12-11,2014,Grant,Active,B1,EP,KITAMURA AKIRA; YAMAMOTO ATSUSHI; NARITA MITSUO; NEBEL HEIKO; SCHULTZ ANDREAS,SE Tylose GmbH and Co KG; Shin Etsu Chemical Co Ltd,SE Tylose GmbH and Co KG; Shin Etsu Chemical Co Ltd,grid.655235.2; grid.471341.4,Wiesbaden; Tokyo,NA,Germany; Japan,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3031828-B1,NA,NA,NA,NA,NA,NA,NA,NA,C08B11/02; C08L1/28,C08B11/02; C08B1/08; A23L29/262; A23V2002/00; A23D7/003; A23V2250/51088; A23D9/00; A23V2300/24; A23L27/80; C08L1/28; A23V2200/14,EP-3031828-B1,in,PB,Ingredient optimisation,Meat,"Emulsions, gels, and binders",NA
16,EP-3389399-B1,EP16822937.5,55083323,"MICROPARTICLES FOR ENCAPSULATING PROBIOTICS, OBTAINING SAID MICROPARTICLES AND USES THEREOF",NA,2025-08-06,2025,2025-08-06,2025,2016-12-16,2016,2036-12-16,2036,2015-12-17,2015,Grant,Active,B1,EP,GONZÁLEZ FERRERO Carolina; GONZÁLEZ NAVARRO Carlos Javier; IRACHE GARRETA JUAN MANUEL; MARÍN CALVO BEATRIZ; ROMO HUALDE ANA; VIRTO RESANO RAQUEL,Centro Nacional De Technologia Y Seguridad Alimentaria (cnta); Universidad de Navarra,Centro Nacional De Technologia Y Seguridad Alimentaria (cnta); Universidad de Navarra,grid.5924.a,Pamplona,NA,Spain,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3389399-B1,NA,NA,NA,NA,NA,NA,NA,NA,A23P10/20; A23K40/10; A23K10/18; A61K39/00; A23L29/281; A23K20/24; A23L29/00; A61K9/16; A23P10/30; A61K9/00; A61K39/02; A61K47/02; A23L33/135; A23K40/30; A23K20/147; A61K47/42; A23L33/185; A23L29/20; A23L29/294,A23K20/147; A23L29/015; A61K9/1694; A23B2/93; A23K20/24; A23K10/18; A61K2035/115; A23L29/20; A23L33/135; A61K9/1658; A23L33/185; A23V2002/00; A61K35/745; A23L29/294; A23L33/16; A23L29/281; A23V2400/169; A23P10/30; A23V2400/125; A61K9/1623; A23K40/30; A61K35/747; A61K9/0048; A61K9/1652; A23K40/10; A61K9/1611; A23L29/045,EP-3389399-B1,out,NA,NA,NA,NA,NA
8,CN-114983230-B,CN202210621757.7,55405272,Recipe code and container for a system for preparing a beverage or food product,"The present invention provides a container for a beverage or food preparation machine for containing beverage or food material and comprising a code encoding preparation information, the code comprising a reference portion comprising an arrangement of at least two reference units defining a reference line r, and a data portion comprising data units arranged on an encoding line D intersecting the reference line r, the data units being arranged along the encoding line D from the intersection at a distance D as a variable to at least partially encode a parameter of the preparation information, whereby the encoding line D is circular and arranged with its tangent orthogonal to the reference line r at the intersection, and a plurality of discrete positions arranged operatively close to the reference line r and distal to the encoding line D, whereby the discrete positions comprise or do not comprise data units as a variable to at least partially encode a parameter of the preparation information.",2025-03-25,2025,2025-03-25,2025,2017-02-23,2017,2037-02-23,2037,2016-02-23,2016,Grant,Active,B,CN,A. NORTH,Societe des Produits Nestle SA,Societe des Produits Nestle SA,grid.796691.6,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-114983230-B,"30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 46 Information and Computing Sciences",NA,NA,NA,NA,NA,NA,NA,B65D85/804; G06K19/06; G06V20/00; A47J31/44; A47J31/06; G06K7/14; B65D85/816,G06K19/06; A47J31/44; G06K7/1421; A47J31/4492; G06V20/00; A47J31/06; B65D85/816; B65D85/804; G06K19/06168,CN-114983230-B,out,NA,NA,NA,NA,NA
48,ES-2740874-T5,ES17715802T,55484846,VEGAN CHEESE ANALOGUE,NA,2025-02-13,2025,2025-02-13,2025,2017-03-01,2017,2037-03-01,2037,2016-03-01,2016,Grant,Active,T5,ES,BERGSMA JACOB,Cooperative Avebe UA,Cooperative Avebe UA,grid.757758.f,NA,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/ES-2740874-T5,NA,NA,NA,NA,NA,NA,NA,NA,A23C20/02,A23C20/02; A23C20/00; A23C2250/15; A23V2002/00,ES-2740874-T5,in,PB,End product formulation,Cheese,NA,NA
27,US-12408681-B2,US15570940,55970972,Manufacture of strained fermented dairy products,The invention relates to the manufacture of strained fermented dairy products. The invention allows improvements in the use of the materials and by-products as well as in the properties of the product obtained. A lactic acid bacteria having a low lactose metabolization capacity in acid whey is used.,2025-09-09,2025,2025-09-09,2025,2016-05-03,2016,2036-05-03,2036,2015-05-07,2015,Grant,Active,B2,US,DE LA CRUZ LUIS; MCCORMICK CASEY; MARCHAL LAURENT; SAINT-DENIS THIERRY,Gervais Danone SA,Gervais Danone SA,grid.640972.e,Paris,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-12408681-B2,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,C12P7/08; A23C9/123; A23C9/12; C12N5/00; A23B11/10; C12P19/02; A23C21/00; C12P19/04; A23B11/13; A23C21/02,A23C9/12; A23B11/10; A23V2400/249; A23C21/026; C12P19/02; A23C2260/05; C12N2500/84; A23C9/1238; C12P7/08; A23B11/13; A23V2400/123; C12N5/0018; A23C21/00; A23C9/123; C12P19/04; A23C21/02,US-12408681-B2,in,PB,Ingredient optimisation,Milk and milk proteins,NA,NA
50,ES-3030632-T3,ES16722830,55970972,MANUFACTURE OF STRAINED FERMENTED DAIRY PRODUCTS,"The invention relates to the manufacture of fermented and filtered dairy products. It allows for improved utilization of materials and by-products, as well as the properties of the resulting product. A lactic acid bacterium with a low capacity to metabolize lactose into acid whey is used. (Automatic translation with Google Translate, no legal value)",2025-07-01,2025,2025-07-01,2025,2016-05-03,2016,2036-05-03,2036,2015-05-07,2015,Grant,Active,T3,ES,DE LA CRUZ LUIS; MCCORMICK CASEY; MARCHAL LAURENT; SAINT-DENIS THIERRY,Gervais Danone SA,Gervais Danone SA,grid.640972.e,Paris,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/ES-3030632-T3,"30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 31 Biological Sciences",NA,NA,NA,NA,NA,NA,NA,A23C21/00; A23C9/12; A23C21/02; A23C9/123,C12P19/04; A23C9/12; C12P7/08; A23B11/10; A23B11/13; A23C2260/05; C12N2500/84; A23V2400/123; A23C21/026; A23V2400/249; A23C21/00; A23C9/1238; C12N5/0018; A23C21/02; C12P19/02; A23C9/123,ES-3030632-T3,in,PB,Ingredient optimisation,Milk and milk proteins,NA,NA
27,EP-3291685-B1,EP16722830.3,55970972,MANUFACTURE OF STRAINED FERMENTED DAIRY PRODUCTS,NA,2025-04-23,2025,2025-04-23,2025,2016-05-03,2016,2036-05-03,2036,2015-05-07,2015,Grant,Active,B1,EP,DE LA CRUZ LUIS; MCCORMICK CASEY; MARCHAL LAURENT; SAINT-DENIS THIERRY,Gervais Danone SA,Gervais Danone SA,grid.640972.e,Paris,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3291685-B1,NA,NA,NA,NA,NA,NA,NA,NA,A23C21/00; A23C9/123; A23C21/02; A23C9/12,C12P7/08; A23C2260/05; A23B11/13; C12P19/04; A23C9/12; C12P19/02; A23C21/00; A23C21/02; A23V2400/249; A23C9/123; A23B11/10; A23C9/1238; C12N2500/84; A23C21/026; A23V2400/123; C12N5/0018,EP-3291685-B1,in,PB,Ingredient optimisation,Milk and milk proteins,NA,NA
30,ES-3008030-T3,ES20164325,56097238,ASSEMBLY AND METHOD FOR FROTHING FLUID,"The invention comprises an assembly for foaming a fluid, including an air channel with an air inlet, a downstream end, and a controllable air supply assembly. The assembly also comprises a fluid channel extending from the fluid inlet to the fluid outlet. The fluid channel includes a first temperature sensor located near the fluid inlet, an emanation point from the air inlet connected to the downstream end of the air channel, a foaming unit, a heater, and an electronic controller assembly. The electronic controller assembly is configured to receive temperature input from the first sensor and regulate the amount of air channeled into the fluid channel based on the temperature input received from the first sensor. The invention also comprises a cooler including the assembly. The invention also comprises a method for foaming a fluid. (Automatic translation with Google Translate, no legal value)",2025-03-21,2025,2025-03-21,2025,2017-03-09,2017,2037-03-09,2037,2016-03-09,2016,Grant,Active,T3,ES,DEES HENDRIK JOHAN,Koninklijke Douwe Egberts BV,Koninklijke Douwe Egberts BV,grid.480365.c,UTRECHT; Utrecht,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/ES-3008030-T3,"40 Engineering; 40 Engineering; 4007 Control Engineering, Mechatronics and Robotics",NA,NA,NA,NA,NA,NA,NA,A47J31/44,A47J31/468; A47J31/56; A47J31/469; A47J31/4485; A47J31/44; A47J31/461,ES-3008030-T3,in,PB,End product formulation,Milk and milk proteins,NA,NA
10,EP-3463588-B1,EP16728868.7,56121041,USE OF GINGER ROOT CO2 EXTRACT,NA,2025-09-17,2025,2025-09-17,2025,2016-05-30,2016,2036-05-30,2036,2016-05-30,2016,Grant,Active,B1,EP,LE MAIRE MARIELLE; MEYER IMKE; VIELHABER GABRIELE,Symrise AG,Symrise AG,grid.480394.2,Holzminden,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3463588-B1,NA,NA,NA,NA,NA,NA,NA,NA,A61K36/9068; A61Q19/02; A61Q19/04; A61P17/00; A61P17/16; A61K8/97,A61P17/18; A61Q19/04; A61K8/97; A61Q17/005; A61K9/06; A61K2800/522; A61P17/16; A61K8/9794; A61Q19/02; A61K9/48; A61K36/9068; A61P17/00; A61K8/042,EP-3463588-B1,out,NA,NA,NA,NA,NA
11,ES-3038883-T3,ES21188001,56236029,ASSEMBLY AND METHOD FOR FROTHING FLUID,"An assembly for foaming a fluid comprising an air channel (12) with a controllable air valve and a fluid channel (16) with an air inlet emanation point (16a) from which the air channel emanates, a pump (22), a fluid restriction (24), a heater (26), and a valve assembly (28) having a first state in which the fluid is channeled to a fluid outlet (20) of the channel and a second state in which the fluid is diverted from the channel to a second fluid outlet (30). A water supply channel (32) is connected to the fluid channel (16). The assembly also includes a cleaning tank (36) and a return channel (38) connected to the second fluid outlet (30) of the valve assembly (28) and emanating into the cleaning tank (36). An electronic controller assembly (40) is configured to control at least the pump (22), the heater (26), and the valve assembly (28), and to operate the assembly in a production mode and a cleaning mode.",2025-10-15,2025,2025-10-15,2025,2017-03-09,2017,2037-03-09,2037,2016-03-09,2016,Grant,Active,T3,ES,DEES HENDRIK JOHAN; KNIP ABRAM CHRISTIAAN; DESSING JACOBUS PETRUS MARIA,Koninklijke Douwe Egberts BV,Koninklijke Douwe Egberts BV,grid.480365.c,Utrecht; UTRECHT,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/ES-3038883-T3,"40 Engineering; 40 Engineering; 4007 Control Engineering, Mechatronics and Robotics",NA,NA,NA,NA,NA,NA,NA,A47J31/60; A47J31/46; A47J31/52; A47J31/44,A47J31/469; F25D31/002; A47J31/525; A47J31/4485; A47J31/461; A47J31/52; A47J31/44; F25D11/00; A47J31/60,ES-3038883-T3,out,NA,NA,NA,NA,NA
11,EP-3957216-B1,EP21188001.8,56236029,ASSEMBLY AND METHOD FOR FROTHING FLUID,NA,2025-07-16,2025,2025-07-16,2025,2017-03-09,2017,2037-03-09,2037,2016-03-09,2016,Grant,Active,B1,EP,DEES HENDRIK JOHAN; KNIP ABRAM CHRISTIAAN; DESSING JACOBUS PETRUS MARIA,Koninklijke Douwe Egberts BV,Koninklijke Douwe Egberts BV,grid.480365.c,UTRECHT; Utrecht,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-3957216-B1,NA,NA,NA,NA,NA,NA,NA,NA,A47J31/46; A47J31/52; A47J31/44; A47J31/60,A47J31/525; A47J31/60; A47J31/52; A47J31/469; F25D11/00; F25D31/002; A47J31/44; A47J31/461; A47J31/4485,EP-3957216-B1,out,NA,NA,NA,NA,NA
13,EP-4603149-A2,EP25179409.5,56896511,A PRESERVATIVE MIXTURE,"Suggested is a preservative mixture with improved solubility comprising or consisting of
(a) 4-isopropyl-3-methylphenol;
(b) at least one hydrophilic solvent having a log PO/W of 1.2 or below; and
(c) at least one lipophilic solvent having a log PO/W of above 1.2.",NA,NA,2025-08-20,2025,2016-08-24,2016,NA,NA,2016-08-20,2016,Application,Pending,A2,EP,PESARO MANUEL; LANGE SABINE; SCHADE VANESSA,Symrise AG,Symrise AG,grid.480394.2,Holzminden,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4603149-A2,40 Engineering; 49 Mathematical Sciences; 4901 Applied Mathematics,NA,NA,NA,NA,NA,NA,NA,A61Q11/00,C11D3/48; A61Q19/00; A61K8/342; A61K2800/524; A61Q17/005; C11D3/43; A61Q11/00; A61K2800/592; A61K2800/10; A61K8/347; A23B2/758; A01N31/08; A61Q15/00; C11D3/2034; A61K8/375; A61Q5/02; A23B2/746; A61K8/345,EP-4603149-A2,out,NA,NA,NA,NA,NA
